moviename,openingdate,sales,attendance,screen,playcount,distributor,distributor_label,director,genre,genre_label,actor,filmrank,filmrank_label,openingmonth
작은 아씨들,2020-02-12,7283877330,864782,1105,59781,etc_distributor,2,864782,drama,4,3,G_rated,2,2
존 카터: 바숨 전쟁의 서막,2012-03-08,7229870500,838126,508,30760,etc_distributor,2,1719930,sf,7,3,PG 12,1,3
레전드 오브 타잔,2016-06-29,7196970717,858402,593,28021,major_abroad,1,2946451,action,2,3,PG 12,1,6
셜록홈즈 : 그림자 게임,2011-12-21,7168608500,949299,360,25140,major_abroad,1,512169,action,2,2,PG 15,0,12
스텝업4 : 레볼루션,2012-08-15,7157894000,953871,281,23522,major_domestic,0,639978,romance,10,2,PG 12,1,8
미드웨이,2019-12-31,7143163010,824836,842,32902,etc_distributor,2,965055,action,2,3,PG 15,0,12
애나벨,2014-10-02,7083492943,926027,464,29000,major_abroad,1,926027,fear,12,2,PG 15,0,10
파퍼씨네 펭귄들,2011-09-07,7049177000,980387,333,26307,etc_distributor,2,980387,comedy,0,3,G_rated,2,9
몬스터 호텔 2,2015-12-24,7029012585,962770,686,12388,major_abroad,1,973291,animation,6,3,G_rated,2,12
하트 오브 더 씨,2015-12-03,6777420023,809399,535,29219,major_abroad,1,749235,action,2,3,PG 12,1,12
에픽 : 숲속의 전설,2013-08-07,6748072000,978785,471,18377,etc_distributor,2,978785,animation,6,3,G_rated,2,8
투어리스트,2010-12-09,6728872000,901843,418,26842,etc_distributor,2,901843,action,2,2,PG 15,0,12
베이비 드라이버,2017-09-14,6699906214,822769,778,40531,etc_distributor,2,822769,action,2,3,PG 15,0,9
브리짓 존스의 베이비,2016-09-28,6678585874,820995,509,30736,major_abroad,1,820995,comedy,0,3,PG 15,0,9
디스 민즈 워,2012-02-29,6661435000,873396,351,32790,etc_distributor,2,873396,action,2,3,PG 15,0,2
틴틴 : 유니콘호의 비밀,2011-12-07,6646528500,803256,644,31075,major_domestic,0,1107519,adventure,8,3,G_rated,2,12
오리엔트 특급 살인,2017-11-29,6636205163,863567,707,35031,etc_distributor,2,961906,drama,4,3,PG 12,1,11
슈퍼배드 2,2013-09-12,6605655500,962862,424,17373,major_abroad,1,962862,animation,6,2,G_rated,2,9
크루즈 패밀리,2013-05-16,6540951500,941824,525,21734,major_domestic,0,941824,animation,6,3,G_rated,2,5
레지던트 이블: 파멸의 날,2017-01-25,6422202365,765259,599,24450,major_abroad,1,845717,action,2,3,X_rated,3,1
헝거게임: 모킹제이,2014-11-20,6400058044,854377,630,28796,major_domestic,0,928878,fantasy,3,3,PG 15,0,11
인시디어스 3,2015-07-09,6396650620,825517,416,20824,major_abroad,1,700280,fear,12,3,PG 15,0,7
스카이 라인,2010-11-24,6320601500,860340,427,31690,etc_distributor,2,860340,sf,7,2,PG 12,1,11
공각기동대 : 고스트 인 더 쉘,2017-03-29,6285970884,764072,807,36261,major_domestic,0,700351,sf,7,1,PG 15,0,3
보헤미안 랩소디,2018-10-31,6270535440,723804,732,27689,major_abroad,1,2233161,drama,4,3,PG 12,1,10
월터의 상상은 현실이 된다,2013-12-31,6134220799,834348,373,22938,etc_distributor,2,834348,adventure,8,3,PG 12,1,12
새미의 어드벤쳐,2010-12-15,6108607500,647860,309,14302,major_domestic,0,725482,animation,6,3,G_rated,2,12
퍼스트맨,2018-10-18,6094765639,665364,1190,40580,major_abroad,1,286379,sf,7,2,PG 12,1,10
캣츠,2019-12-24,6093167690,728328,1143,22732,major_abroad,1,728328,animation,6,3,G_rated,2,12
몬스터 호텔,2013-01-17,6080221500,884885,489,16647,major_abroad,1,973291,animation,6,2,G_rated,2,1
헝거게임: 더 파이널,2015-11-18,6069167163,806520,661,26973,major_domestic,0,928878,action,2,3,PG 15,0,11
그랜드 부다페스트 호텔,2014-03-20,6019756082,774699,241,26377,etc_distributor,2,774699,mystery,9,3,PG 15,0,3
개구쟁이 스머프 2,2013-08-01,5993979500,921788,478,15485,major_abroad,1,974612,animation,6,3,G_rated,2,8
고질라,2014-05-15,5972847963,709734,610,25335,major_abroad,1,709734,action,2,2,PG 12,1,5
킹스 스피치,2011-03-17,5963126500,806248,327,33979,etc_distributor,2,806248,drama,4,3,PG 12,1,3
런던 해즈 폴른,2016-03-10,5908367979,731584,526,37569,etc_distributor,2,731584,action,2,3,PG 15,0,3
몬스터 대학교,2013-09-12,5879223500,870605,385,15172,major_abroad,1,644344,animation,6,3,G_rated,2,9
"안녕, 헤이즐",2014-08-13,5833905000,749146,326,17946,etc_distributor,2,405521,drama,4,3,PG 12,1,8
A-특공대,2010-06-10,5795794000,777985,323,26460,etc_distributor,2,777985,action,2,3,PG 15,0,6
잭 리처,2013-01-17,5758577000,784031,431,19868,major_domestic,0,697564,action,2,2,PG 15,0,1
샤잠!,2019-04-03,5743398797,657294,1148,45003,major_abroad,1,1234282,action,2,2,PG 12,1,4
삼총사 3D,2011-10-12,5731619500,660172,510,29377,major_domestic,0,845717,fantasy,3,3,PG 12,1,10
명탐정 피카츄,2019-05-09,5730788546,686809,817,25776,major_abroad,1,1224440,action,2,2,G_rated,2,5
리오 2,2014-05-01,5669231900,765961,598,14929,etc_distributor,2,648296,animation,6,3,G_rated,2,5
피라냐,2010-08-26,5661671000,505836,310,22744,etc_distributor,2,505836,fear,12,3,PG 15,0,8
인페르노,2016-10-19,5656281303,689071,754,31809,major_abroad,1,749235,mystery,9,3,PG 15,0,10
트랜센던스,2014-05-14,5478536500,696436,417,23243,major_domestic,0,696436,action,2,3,PG 12,1,5
패신저스,2017-01-04,5467466918,668576,608,21517,major_abroad,1,1206269,adventure,8,3,PG 12,1,1
하늘에서 음식이 내린다면,2010-02-11,5413862500,654510,282,16556,etc_distributor,2,726180,animation,6,3,G_rated,2,2
하늘에서 음식이 내린다면 2,2013-11-21,5411562500,797850,545,16340,major_abroad,1,726180,animation,6,3,G_rated,2,11
픽셀,2015-07-16,5390909947,681945,557,21307,major_abroad,1,932025,sf,7,3,PG 12,1,7
스파이더맨: 뉴 유니버스,2018-12-12,5305289076,639934,722,22113,etc_distributor,2,639934,animation,6,3,PG 12,1,12
설리: 허드슨강의 기적,2016-09-28,5234170754,627102,573,26609,major_abroad,1,485934,drama,4,3,PG 12,1,9
앵그리버드 더 무비,2016-05-19,5218111744,680606,661,15812,major_abroad,1,680606,animation,6,3,G_rated,2,5
컨택트,2017-02-02,5214551521,634150,605,22770,major_abroad,1,634150,drama,4,3,PG 12,1,2
로그 원: 스타워즈 스토리,2016-12-28,5127537094,596487,907,15441,major_abroad,1,596487,action,2,3,PG 12,1,12
그것: 두 번째 이야기,2019-09-04,5112010367,591346,999,25622,major_abroad,1,591346,thriller,11,3,PG 15,0,9
리오,2011-07-27,5021719500,645151,333,13781,etc_distributor,2,648296,animation,6,3,G_rated,2,7
인비저블맨,2020-02-26,5015895060,575043,776,63076,major_abroad,1,700280,fear,12,1,PG 15,0,2
트롤,2017-02-16,5011161500,675966,622,18387,major_domestic,0,675966,animation,6,3,G_rated,2,2
이스케이프 룸,2019-03-14,5007420664,563114,850,29219,etc_distributor,2,558817,action,2,2,PG 15,0,3
아이 엠 넘버 포,2011-02-24,4955215500,654386,284,22145,etc_distributor,2,564847,action,2,3,PG 12,1,2
나쁜 녀석들: 포에버,2020-01-15,4880576760,547775,896,29888,etc_distributor,2,547775,action,2,2,X_rated,3,1
생텀,2011-02-10,4828519000,465039,323,16998,etc_distributor,2,465039,action,2,3,PG 15,0,2
아더 크리스마스,2011-11-25,4771040500,620995,356,14606,etc_distributor,2,620995,animation,6,3,G_rated,2,11
레지던트 이블 5 : 최후의 심판,2012-09-13,4757460500,558433,368,24599,etc_distributor,2,845717,action,2,1,X_rated,3,9
스타워즈: 라이즈 오브 스카이워커,2020-01-08,4704790210,507265,957,28695,major_abroad,1,1346973,action,2,3,PG 12,1,1
47 미터,2017-07-19,4686079657,590045,733,20457,etc_distributor,2,545989,fear,12,3,PG 15,0,7
머니볼,2011-11-17,4677562000,641099,385,21961,etc_distributor,2,641099,drama,4,1,PG 12,1,11
스노우 화이트 앤 더 헌츠맨,2012-05-30,4646250000,636631,447,20647,major_abroad,1,700351,fantasy,3,3,PG 12,1,5
잭 리처: 네버 고 백,2016-11-30,4638072258,611097,667,23659,major_domestic,0,697564,action,2,2,PG 15,0,11
채피,2015-03-12,4620380654,573661,536,24669,major_abroad,1,890696,action,2,3,PG 15,0,3
콰이어트 플레이스,2018-04-12,4580889849,526073,677,30760,major_domestic,0,526073,thriller,11,3,PG 15,0,4
인 타임,2011-10-27,4579554500,616943,304,21836,etc_distributor,2,616943,action,2,3,PG 12,1,10
애드 아스트라,2019-09-19,4518393460,513375,853,27816,etc_distributor,2,513375,sf,7,1,PG 12,1,9
메가로돈,2018-08-15,4516122497,527962,601,16459,major_abroad,1,549368,action,2,2,PG 12,1,8
콜롬비아나,2011-08-31,4514882000,598365,397,25622,major_domestic,0,1589298,action,2,2,PG 15,0,8
툼레이더,2018-03-08,4500905762,540410,806,31823,major_abroad,1,540410,action,2,1,PG 12,1,3
더 울프 오브 월스트리트,2014-01-09,4490682000,585082,395,13735,etc_distributor,2,787652,comedy,0,3,X_rated,3,1
싱 스트리트,2016-05-19,4489637672,560790,494,22825,etc_distributor,2,1994157,drama,4,3,PG 15,0,5
헝거게임: 판엠의 불꽃,2012-04-05,4478418000,607956,514,24924,major_domestic,0,971892,fantasy,3,3,PG 15,0,4
타이타닉,1998-02-20,4473640500,369643,272,10365,etc_distributor,2,3721359,romance,10,2,PG 15,0,2
그린 존,2010-03-25,4460075000,596403,268,27563,etc_distributor,2,1604184,action,2,2,PG 15,0,3
메카닉: 리크루트,2016-08-31,4458200800,551897,320,17497,etc_distributor,2,551897,action,2,3,PG 15,0,8
타잔 3D,2014-01-09,4452845000,597142,527,12994,etc_distributor,2,448385,animation,6,2,G_rated,2,1
더 임파서블,2013-01-17,4445235500,622704,407,19595,major_domestic,0,3141916,drama,4,3,PG 12,1,1
오션스,2010-07-28,4403647500,640632,212,14915,major_domestic,0,640632,animation,6,3,G_rated,2,7
맨 온 렛지,2012-02-22,4393531500,591841,408,22440,major_domestic,0,591841,thriller,11,3,PG 15,0,2
그레이트 월,2017-02-15,4355441358,501486,598,23094,major_abroad,1,2738003,action,2,3,PG 12,1,2
스텝 업: 올 인,2014-09-03,4337490134,564589,325,15372,etc_distributor,2,564589,drama,4,3,PG 12,1,9
다크 섀도우,2012-05-10,4326459000,582126,394,18978,major_abroad,1,1215268,romance,10,3,PG 15,0,5
인시디어스4: 라스트 키,2018-01-31,4301309864,554521,769,23869,etc_distributor,2,558817,fear,12,3,PG 15,0,1
얼라이드,2017-01-11,4278041179,518886,546,19875,major_domestic,0,518886,thriller,11,3,PG 15,0,1
글래스,2019-01-17,4277452982,466475,837,24194,major_abroad,1,1012844,drama,4,3,PG 15,0,1
레터스 투 줄리엣,2010-10-06,4270689500,582958,283,28683,major_domestic,0,582958,romance,10,3,PG 12,1,10
루퍼,2012-10-11,4265566000,571922,386,23599,etc_distributor,2,555288,sf,7,3,X_rated,3,10
셰이프 오브 워터: 사랑의 모양,2018-02-22,4218077050,507102,404,20200,etc_distributor,2,507102,drama,4,3,X_rated,3,2
명탐정 코난 : 침묵의 15분,2011-08-03,4212992000,644652,275,12017,etc_distributor,2,499714,animation,6,2,G_rated,2,8
스타 이즈 본,2018-10-09,4197504400,483852,555,25781,major_abroad,1,483852,drama,4,2,PG 15,0,10
퍼스트 어벤져,2011-07-28,4161976500,514309,362,13941,major_domestic,0,389859,action,2,5,PG 12,1,7
거울나라의 앨리스,2016-09-07,4145733267,513202,515,19585,major_abroad,1,513202,adventure,8,3,PG 12,1,9
다이노소어 어드벤처 3D,2013-12-19,4140930000,507164,464,8994,etc_distributor,2,507164,animation,6,3,G_rated,2,12
러브 & 드럭스,2011-01-13,4125733000,527077,284,14250,etc_distributor,2,527077,drama,4,1,G_rated,2,1
호두까기 인형과 4개의 왕국,2018-12-06,4120048900,513767,294,14238,major_abroad,1,513767,fantasy,3,3,G_rated,2,12
고스트버스터즈,2016-08-25,4116570075,515553,511,18026,major_abroad,1,515553,thriller,11,3,PG 12,1,8
백설공주,2012-05-03,4097396000,585473,386,20746,major_domestic,0,585473,animation,6,3,G_rated,2,5
곰돌이 푸 다시 만나 행복해,2018-10-03,4093369860,492201,536,21601,major_abroad,1,2864863,adventure,8,3,G_rated,2,10
아이스 에이지: 지구 대충돌,2016-07-20,4092484600,553760,580,13018,etc_distributor,2,553760,animation,6,3,G_rated,2,7
어바웃 타임,2013-12-05,4077030200,536634,282,12323,major_abroad,1,536634,romance,10,2,PG 15,0,12
메리와 마녀의 꽃,2017-12-07,4064280239,535331,751,21383,etc_distributor,2,800649,animation,6,2,G_rated,2,12
마법사의 제자,2010-07-21,4057522000,570775,300,19017,etc_distributor,2,549368,action,2,1,G_rated,2,7
발레리안: 천 개 행성의 도시,2017-08-30,4047756408,511931,629,23405,etc_distributor,2,511931,action,2,2,PG 12,1,8
섀도우 헌터스: 뼈의 도시,2013-09-12,4034176500,571074,374,18273,major_domestic,0,429176,fantasy,3,3,PG 15,0,9
화이트 하우스 다운,2013-06-27,4015707500,569500,480,19850,major_abroad,1,965055,action,2,3,PG 15,0,6
명탐정 코난: 천공의 난파선,2010-07-21,4002088500,618420,235,11902,etc_distributor,2,504145,animation,6,3,G_rated,2,7
인시디어스: 두번째 집,2013-12-05,4001137000,577748,405,18653,major_abroad,1,1825151,fear,12,3,PG 15,0,12
애나벨 집으로,2019-06-26,3993147140,481766,653,16619,major_abroad,1,481766,fear,12,3,PG 15,0,6
트리플 엑스 리턴즈,2017-02-08,3967335095,475309,590,20692,major_domestic,0,564847,action,2,3,PG 15,0,2
언노운,2011-02-17,3953681000,522794,186,14849,major_abroad,1,522794,drama,4,1,PG 15,0,2
극장판 요괴워치: 탄생의 비밀이다냥!,2015-07-22,3888539100,550924,509,11765,major_domestic,0,440824,animation,6,3,G_rated,2,7
페르디난드,2018-01-03,3854216500,533776,698,13789,etc_distributor,2,648296,animation,6,1,G_rated,2,1
47미터 2,2019-08-28,3846315153,501934,649,24027,etc_distributor,2,545989,fear,12,3,PG 15,0,8
애프터 어스,2013-05-30,3831856167,537920,484,19867,major_abroad,1,1012844,sf,7,3,PG 12,1,5
라이프,2017-04-05,3791748210,459984,647,27762,etc_distributor,2,459984,drama,4,3,PG 15,0,4
퍼시 잭슨과 괴물의 바다,2013-09-12,3791349609,519584,409,17054,etc_distributor,2,519584,adventure,8,3,PG 12,1,9
명탐정 코난: 순흑의 악몽,2016-08-03,3766157500,508869,447,7983,major_domestic,0,499714,animation,6,3,PG 12,1,8
소셜 네트워크,2010-11-18,3744100000,509177,310,18695,etc_distributor,2,476516,drama,4,3,PG 15,0,11
너의 췌장을 먹고 싶어,2017-10-25,3703660800,465265,218,16849,major_domestic,0,465265,animation,6,2,PG 12,1,10
스파이 지니어스,2020-01-22,3699691180,450932,712,22244,major_abroad,1,450932,animation,6,2,G_rated,2,1
엔더스 게임,2013-12-31,3695768000,487679,458,18384,major_domestic,0,487679,sf,7,3,PG 12,1,12
도라에몽 : 스탠 바이 미,2015-02-12,3684756429,503968,432,13063,major_domestic,0,503968,animation,6,3,G_rated,2,2
카 2,2011-07-20,3681072000,465599,379,11690,etc_distributor,2,465599,animation,6,2,G_rated,2,7
그린치,2018-12-19,3675441950,485064,724,10998,major_abroad,1,485064,animation,6,2,G_rated,2,12
먹고 기도하고 사랑하라,2010-09-30,3674965000,500266,324,22299,etc_distributor,2,500266,drama,4,1,PG 15,0,9
노예 12년,2014-02-27,3644423700,498043,326,19373,etc_distributor,2,498043,drama,4,3,PG 15,0,2
그린 북,2019-01-09,3631254060,434899,398,18244,etc_distributor,2,434899,drama,4,2,PG 12,1,1
눈의 여왕 2: 트롤의 마법거울,2014-12-24,3623421700,498320,479,6508,etc_distributor,2,432381,animation,6,2,G_rated,2,12
슈퍼 에이트,2011-06-16,3622888500,472125,411,21883,major_domestic,0,1346973,mystery,9,3,PG 12,1,6
빅쇼트,2016-01-21,3622652707,446712,489,17316,major_domestic,0,1917918,drama,4,3,X_rated,3,1
카3: 새로운 도전,2017-07-13,3599544501,487916,800,14906,major_abroad,1,487916,animation,6,3,G_rated,2,7
온워드: 단 하루의 기적,2020-06-17,3590809620,418084,1138,45697,major_abroad,1,644344,fantasy,3,3,G_rated,2,6
히든 피겨스,2017-03-23,3580767033,449518,448,19742,etc_distributor,2,449518,drama,4,3,PG 12,1,3
버즈 오브 프레이(할리 퀸의 황홀한 해방),2020-02-05,3558359190,402035,963,38319,major_abroad,1,402035,action,2,1,PG 15,0,2
레드,2010-11-03,3550436000,482053,317,22481,etc_distributor,2,742455,action,2,3,PG 15,0,11
헌츠맨: 윈터스 워,2016-04-13,3544262706,445009,557,25789,major_abroad,1,445009,action,2,3,PG 12,1,4
밀레니엄 : 여자를 증오한 남자들,2012-01-11,3504237000,443855,321,12005,etc_distributor,2,476516,thriller,11,2,X_rated,3,1
장난스런 키스,2019-03-27,3501463050,428009,532,20458,etc_distributor,2,418773,romance,10,2,PG 12,1,3
원더 우먼 1984,2020-12-23,3490431460,390986,2260,45347,major_abroad,1,1278193,action,2,3,PG 12,1,12
해피 데스데이 2 유,2019-02-14,3437809200,412850,657,18254,major_abroad,1,232331,fear,12,3,PG 15,0,2
앨빈과 슈퍼밴드2,2009-12-30,3411479000,511322,244,14053,etc_distributor,2,511322,animation,6,3,G_rated,2,12
클라우드 아틀라스,2013-01-09,3385615727,449344,382,13627,major_domestic,0,449344,sf,7,3,X_rated,3,1
락아웃: 익스트림미션,2012-06-14,3373780000,462176,374,22172,major_domestic,0,462176,sf,7,3,PG 15,0,6
킹 아서: 제왕의 검,2017-05-17,3373678655,415714,588,20315,major_abroad,1,512169,action,2,2,PG 12,1,5
명탐정 코난: 11번째 스트라이커,2012-07-19,3363777000,524914,350,10687,major_domestic,0,499714,animation,6,3,PG 12,1,7
세 얼간이,2011-08-18,3355257500,459307,232,13197,etc_distributor,2,459307,etc,1,3,PG 15,0,8
적인걸: 측천무후의 비밀,2010-10-06,3342474000,459876,292,23640,major_domestic,0,459876,mystery,9,3,PG 12,1,10
범블비,2018-12-25,3334865955,394493,766,18199,major_domestic,0,394493,action,2,2,PG 12,1,12
닌자터틀,2014-08-28,3321120147,400329,479,15188,major_domestic,0,400329,action,2,3,PG 12,1,8
나의 소녀시대,2016-05-12,3314491150,409537,201,12404,etc_distributor,2,418773,romance,10,3,PG 15,0,5
다이버전트,2014-04-16,3297769011,424045,511,21396,major_domestic,0,353353,action,2,3,PG 12,1,4
명탐정 코난 : 화염의 해바라기,2015-08-05,3296031400,471205,433,8877,major_domestic,0,499714,animation,6,3,G_rated,2,8
제미니 맨,2019-10-09,3295969230,387342,845,26044,major_domestic,0,987857,action,2,1,PG 12,1,10
앨빈과 슈퍼밴드3,2011-12-15,3279645000,496560,327,9584,etc_distributor,2,1360205,animation,6,3,G_rated,2,12
시즌 오브 더 위치: 마녀 호송단,2011-01-13,3277434500,435201,220,14539,major_domestic,0,435201,adventure,8,2,PG 15,0,1
언스토퍼블,2010-11-10,3273318500,452320,297,21495,etc_distributor,2,452320,action,2,2,PG 12,1,11
명탐정 코난:진홍의 연가,2017-08-02,3268917200,450043,582,9763,major_domestic,0,499714,animation,6,3,PG 12,1,8
겨울왕국 2,2019-11-21,3214172730,378728,665,16777,major_abroad,1,5337414,animation,6,2,G_rated,2,11
익스펜더블 2,2012-09-06,3208867228,444434,393,20126,major_domestic,0,444434,action,2,3,PG 15,0,9
파라노말 액티비티,2010-01-13,3207923500,438402,184,17015,major_domestic,0,398427,fear,12,2,PG 15,0,1
어린왕자,2015-12-23,3195586794,428855,494,8384,etc_distributor,2,428855,animation,6,3,G_rated,2,12
아메리칸 메이드,2017-09-14,3175539145,401541,691,26356,major_abroad,1,2550424,crime,5,3,PG 15,0,9
스머프: 비밀의 숲,2017-04-28,3122661000,427764,607,10658,etc_distributor,2,427764,animation,6,3,G_rated,2,4
극장판 포켓몬스터 너로 정했다!,2017-12-21,3117529700,415255,626,7796,etc_distributor,2,276411,adventure,8,2,G_rated,2,12
언더 워터,2016-07-13,3111772391,384789,518,13058,major_abroad,1,246998,thriller,11,3,PG 15,0,7
워리어스 웨이,2010-12-01,3097461500,432072,433,23127,etc_distributor,2,432072,action,2,3,PG 15,0,12
고질라: 킹 오브 몬스터,2019-05-29,3085036318,359041,923,15867,major_abroad,1,359041,action,2,3,PG 12,1,5
주온 : 끝의 시작,2014-07-16,3071127231,410644,394,15339,major_domestic,0,410644,fear,12,2,PG 15,0,7
러빙 빈센트,2017-11-09,3061456861,384540,272,14651,etc_distributor,2,384540,animation,6,3,PG 15,0,11
에베레스트,2015-09-24,3055119748,332180,331,9343,major_abroad,1,332180,action,2,3,PG 15,0,9
나인,2009-12-31,3046461500,397889,336,16466,etc_distributor,2,397889,drama,4,2,PG 12,1,12
랭고,2011-03-03,3043816000,430001,314,15179,major_domestic,0,408764,animation,6,1,G_rated,2,3
판타스틱 4,2015-08-20,3029310600,399667,451,16241,etc_distributor,2,392032,action,2,3,PG 12,1,8
섹스 앤 더 시티 2,2010-06-10,3022970000,398347,233,14265,major_abroad,1,398347,comedy,0,3,X_rated,3,6
명탐정 코난 : 제로의 집행인,2018-08-08,3014920361,396230,542,8770,major_domestic,0,396230,animation,6,3,PG 12,1,8
피터 래빗,2018-05-16,3006258100,388300,599,12522,etc_distributor,2,388300,animation,6,3,G_rated,2,5
익스펜더블,2010-08-19,2973224000,390438,259,15798,etc_distributor,2,1056097,action,2,3,PG 15,0,8
클로버필드 10번지,2016-04-07,2928428655,357736,575,24680,major_domestic,0,357736,mystery,9,3,PG 15,0,4
그레이의 50가지 그림자,2015-02-26,2918598796,364415,512,19227,major_abroad,1,364415,drama,4,3,X_rated,3,2
어쌔신 크리드,2017-01-11,2899784921,355913,566,16218,etc_distributor,2,355913,action,2,3,PG 15,0,1
오즈 그레이트 앤드 파워풀,2013-03-07,2886185000,350563,425,15582,major_abroad,1,350563,fantasy,3,3,G_rated,2,3
크로니클,2012-03-15,2884776000,384398,324,20957,etc_distributor,2,392032,drama,4,3,PG 15,0,3
컨트롤러,2011-03-03,2862234500,373344,371,18872,major_abroad,1,373344,romance,10,2,PG 12,1,3
천재 강아지 미스터 피바디,2014-04-24,2859791400,385552,533,10520,major_domestic,0,385552,animation,6,3,G_rated,2,4
그녀,2014-05-22,2858143500,350618,168,9980,major_abroad,1,350618,romance,10,3,PG 12,1,5
호빗: 다섯 군대 전투,2014-12-17,2840004341,326887,350,7347,major_abroad,1,1682629,fantasy,3,3,PG 12,1,12
스토커,2013-02-28,2829265174,378874,329,15590,etc_distributor,2,378874,thriller,11,1,PG 15,0,2
플립,2017-07-12,2828867900,355617,249,13177,etc_distributor,2,355617,romance,10,2,PG 12,1,7
내 이름은 칸,2011-03-24,2821380000,381334,227,15855,etc_distributor,2,381334,drama,4,2,PG 12,1,3
프롬 파리 위드 러브,2010-03-11,2804967500,369394,294,22348,etc_distributor,2,369394,action,2,2,X_rated,3,3
아메리칸 스나이퍼,2015-01-14,2800001438,344766,308,10769,major_abroad,1,485934,action,2,3,X_rated,3,1
그린랜드,2020-09-29,2777724520,325869,779,26421,etc_distributor,2,325869,action,2,2,PG 12,1,9
헬보이,2019-04-10,2777106321,323198,726,26507,etc_distributor,2,323198,action,2,2,X_rated,3,4
덤보,2019-03-27,2775096512,345521,797,17627,major_abroad,1,1215268,etc,1,3,G_rated,2,3
공자 춘추전국시대,2010-02-11,2774370000,371607,236,15346,etc_distributor,2,371607,action,2,3,PG 12,1,2
명탐정 코난 : 이차원의 저격수,2014-08-06,2768375000,398606,299,6834,major_domestic,0,499714,animation,6,2,PG 12,1,8
링컨: 뱀파이어 헌터,2012-08-30,2750911500,344876,337,16372,etc_distributor,2,872588,action,2,3,X_rated,3,8
론 레인저,2013-07-04,2750149500,387527,401,14155,major_abroad,1,408764,action,2,3,PG 15,0,7
레드 라이딩 후드,2011-03-17,2728562500,362572,249,20020,major_abroad,1,362572,drama,4,2,PG 15,0,3
눈의 여왕 3: 눈과 불의 마법대결,2017-01-04,2694247700,366442,526,10639,etc_distributor,2,432381,animation,6,3,G_rated,2,1
주피터 어센딩,2015-02-05,2687549879,309842,561,16454,major_abroad,1,309842,sf,7,3,PG 12,1,2
미드나잇 선,2018-06-21,2679300500,326086,472,14847,etc_distributor,2,639978,romance,10,2,PG 12,1,6
프렌즈: 몬스터섬의비밀,2011-12-29,2668476500,364732,290,10153,etc_distributor,2,364732,animation,6,3,G_rated,2,12
트루스 오어 데어,2018-05-22,2647330400,310956,530,17066,major_abroad,1,310956,fear,12,3,PG 15,0,5
캐롤,2016-02-04,2645756616,319357,288,11092,etc_distributor,2,223629,drama,4,3,X_rated,3,2
위자: 저주의 시작,2016-11-09,2637517406,331877,467,15660,major_abroad,1,331877,fear,12,3,PG 12,1,11
아담스 패밀리,2019-11-07,2636891140,329955,802,11242,major_abroad,1,329955,animation,6,3,G_rated,2,11
미드나잇 인 파리,2012-07-05,2633727398,355081,189,9256,etc_distributor,2,221924,comedy,0,3,PG 15,0,7
가디언의 전설,2010-10-28,2613934200,302318,267,14421,major_abroad,1,1631960,animation,6,3,G_rated,2,10
블라인드 사이드,2010-04-15,2613051000,355516,129,12717,major_abroad,1,355516,drama,4,1,PG 12,1,4
아스트로 보이-아톰의 귀환,2010-01-13,2585585500,393433,278,15793,etc_distributor,2,393433,animation,6,3,G_rated,2,1
이터널 선샤인,2005-11-10,2581017592,315447,108,8891,etc_distributor,2,315447,romance,10,3,PG 15,0,11
예스터데이,2019-09-18,2580213100,306332,816,23340,major_abroad,1,306332,drama,4,2,PG 12,1,9
파라노말 액티비티 2,2010-10-21,2575677000,358453,196,13647,major_domestic,0,398427,fear,12,2,PG 15,0,10
런,2020-11-20,2560441600,278819,799,38957,etc_distributor,2,278819,fear,12,2,PG 15,0,11
패딩턴 2,2018-02-08,2555480200,339014,629,14455,etc_distributor,2,322058,comedy,0,3,G_rated,2,2
극장판 요괴워치: 염라대왕과 5개의 이야기다냥!,2016-07-20,2467275080,330725,403,6607,major_domestic,0,440824,animation,6,3,G_rated,2,7
명탐정 코난 : 수평선상의 음모,2013-08-07,2465123000,389871,316,8196,major_domestic,0,504145,animation,6,2,PG 12,1,8
스폰지밥 3D,2015-02-18,2458946200,325016,357,8415,major_domestic,0,325016,animation,6,3,G_rated,2,2
링컨 차를 타는 변호사,2011-06-16,2443603500,327612,241,12383,etc_distributor,2,327612,crime,5,3,PG 15,0,6
아기배달부 스토크,2016-12-07,2436955700,322354,538,9388,major_abroad,1,322354,animation,6,3,G_rated,2,12
숲속으로,2014-12-24,2409562888,317406,356,7709,major_abroad,1,1223870,fantasy,3,3,G_rated,2,12
스포트라이트,2016-02-24,2402036255,299878,320,13482,etc_distributor,2,299878,drama,4,3,PG 15,0,2
잭 라이언 : 코드네임 쉐도우,2014-01-16,2395391500,327589,419,12908,major_domestic,0,961906,action,2,3,PG 12,1,1
선 오브 갓,2014-04-10,2393896300,329252,419,15313,etc_distributor,2,329252,drama,4,3,PG 12,1,4
미녀와 야수,2014-06-18,2393617300,316332,387,15414,major_domestic,0,1476866,fantasy,3,3,G_rated,2,6
킬러스,2010-09-02,2386700000,322888,282,17930,major_domestic,0,322888,action,2,2,PG 15,0,9
파이널 데스티네이션5,2011-09-08,2370348500,257193,168,9325,major_abroad,1,1167945,fear,12,3,X_rated,3,9
짱구는 못말려 극장판 : 초시공! 태풍을 부르는 나의 신부,2011-05-05,2357563000,351742,306,7013,major_domestic,0,351742,animation,6,3,G_rated,2,5
