moviename,openingdate,sales,attendance,screen,playcount,country,country_label,director,genre,genre_label,actor,filmrank,filmrank_label,openingmonth
아스트로 보이-아톰의 귀환,2010-01-13,2585585500,393433,278,15793,abroad,1,393433,animation,6,3,G_rated,2,1
이터널 선샤인,2005-11-10,2581017592,315447,108,8891,abroad,1,315447,romance,10,3,PG 15,0,11
런,2020-11-20,2560441600,278819,799,38957,abroad,1,278819,fear,12,2,PG 15,0,11
패딩턴 2,2018-02-08,2555480200,339014,629,14455,abroad,1,322058,comedy,0,3,G_rated,2,2
링컨 차를 타는 변호사,2011-06-16,2443603500,327612,241,12383,abroad,1,327612,crime,5,3,PG 15,0,6
레드카펫,2014-10-23,2405669580,316953,385,17696,domestic,0,316953,romance,10,2,PG 15,0,10
스포트라이트,2016-02-24,2402036255,299878,320,13482,abroad,1,299878,drama,4,3,PG 15,0,2
선 오브 갓,2014-04-10,2393896300,329252,419,15313,abroad,1,329252,drama,4,3,PG 12,1,4
덕구,2018-04-05,2389041700,315663,544,19006,domestic,0,315663,drama,4,2,G_rated,2,4
남영동1985,2012-11-22,2358477601,332597,310,15679,domestic,0,2087528,drama,4,2,PG 15,0,11
뮨: 달의 요정,2015-09-24,2333203700,319384,365,6895,abroad,1,319384,animation,6,3,G_rated,2,9
기방도령,2019-07-10,2330230190,287053,625,16652,domestic,0,297725,comedy,0,3,PG 15,0,7
포인트 브레이크,2016-01-07,2323707051,294320,409,12111,abroad,1,294320,action,2,3,PG 15,0,1
배심원들,2019-05-15,2306806090,288579,784,20271,domestic,0,288579,drama,4,2,PG 12,1,5
늑대아이,2012-09-13,2296193261,332702,226,10768,abroad,1,332702,animation,6,3,G_rated,2,9
커뮤터,2018-01-24,2286690955,286062,575,16145,abroad,1,287798,action,2,2,PG 15,0,1
원스 어폰 어 타임... 인 할리우드,2019-09-25,2269807670,277319,678,15147,abroad,1,268731,drama,4,3,X_rated,3,9
혼숨,2016-10-26,2258422445,288016,498,14510,domestic,0,288016,fear,12,2,PG 15,0,10
검우강호,2010-10-14,2242810500,312283,344,20571,abroad,1,312283,action,2,3,PG 15,0,10
후드,2018-11-28,2203434149,284601,628,14338,abroad,1,284601,adventure,8,3,PG 12,1,11
천로역정: 천국을 찾아서,2019-06-13,2202838010,296588,381,8329,abroad,1,296588,animation,6,2,G_rated,2,6
오즈의 마법사: 돌아온 도로시,2015-02-12,2176416000,298482,330,7787,abroad,1,298482,animation,6,3,G_rated,2,2
앨빈과 슈퍼밴드: 악동 어드벤처,2016-02-04,2125772200,292495,380,8917,abroad,1,292495,animation,6,3,G_rated,2,2
기묘한 가족,2019-02-13,2121514275,263598,625,15314,domestic,0,263598,comedy,0,3,PG 12,1,2
신데렐라:마법 반지의 비밀,2019-02-20,2114475240,284922,575,9977,abroad,1,284922,animation,6,3,G_rated,2,2
이스케이프 플랜,2013-12-05,2106938679,292892,287,10331,abroad,1,292892,action,2,1,X_rated,3,12
바울,2018-10-31,2100137400,267785,227,8455,abroad,1,267785,drama,4,2,PG 15,0,10
함정,2015-09-10,2090877200,257990,445,10899,domestic,0,257990,thriller,11,3,X_rated,3,9
스파이 브릿지,2015-11-05,2049608478,264872,425,12434,abroad,1,1107519,drama,4,3,PG 12,1,11
베스트 키드,2010-06-10,2031914500,287278,252,13464,abroad,1,429176,action,2,2,PG 12,1,6
개를 훔치는 완벽한 방법,2014-12-31,2019629065,263300,199,8008,domestic,0,379411,drama,4,3,G_rated,2,12
빌리와 용감한 녀석들 2,2013-02-21,2006325000,306837,289,7410,abroad,1,306837,animation,6,3,G_rated,2,2
프레데터스,2010-08-26,1991492500,276536,231,14168,abroad,1,276536,sf,7,2,PG 15,0,8
모모와 다락방의 수상한 요괴들,2012-07-05,1988264000,300174,253,7084,abroad,1,300174,animation,6,2,G_rated,2,7
빌리와 용감한 녀석들 3D,2012-08-08,1961802000,299628,241,7176,abroad,1,448385,animation,6,3,G_rated,2,8
프리즌 이스케이프,2020-05-06,1848297600,217056,547,29305,abroad,1,217056,adventure,8,2,PG 12,1,5
줄리아의 눈,2011-03-31,1827252000,236365,232,15411,abroad,1,236365,mystery,9,3,X_rated,3,3
파이스토리 : 악당상어 소탕작전,2013-01-10,1808263000,267440,298,7483,abroad,1,267440,animation,6,2,G_rated,2,1
밤의 여왕,2013-10-17,1762892500,252475,333,13286,domestic,0,252475,romance,10,2,PG 15,0,10
월 스트리트: 머니 네버 슬립스,2010-10-21,1760899000,241438,288,14013,abroad,1,241438,drama,4,3,PG 12,1,10
사라진 시간,2020-06-18,1652522580,185802,874,20790,domestic,0,185802,mystery,9,3,PG 15,0,6
극장판 포켓 몬스터 DP 「환영의 패왕 조로아크」,2010-12-23,1631689000,234093,139,4502,abroad,1,276411,animation,6,2,G_rated,2,12
검객,2020-09-23,1619781870,190237,832,21595,domestic,0,190237,action,2,3,PG 15,0,9
밤쉘: 세상을 바꾼 폭탄선언,2020-07-08,1544025340,182026,882,27363,abroad,1,182026,drama,4,3,PG 15,0,7
"울지마, 톤즈",2010-09-09,1439624500,260998,73,8039,domestic,0,260998,etc,1,2,G_rated,2,9
미스터트롯: 더 무비,2020-10-22,1288696100,150090,449,15980,domestic,0,150090,etc,1,3,G_rated,2,10
타오르는 여인의 초상,2020-01-16,1251474838,148644,156,7626,abroad,1,148644,drama,4,3,PG 15,0,1
나이브스 아웃,2019-12-04,1225050880,147395,163,6812,abroad,1,555288,mystery,9,3,PG 12,1,12
브레이크 더 사일런스: 더 무비,2020-09-24,1160249000,131693,205,10604,domestic,0,260925,etc,1,3,G_rated,2,9
다크 워터스,2020-03-11,1101919740,127902,575,21739,abroad,1,223629,drama,4,3,PG 12,1,3
애니멀 크래커,2020-08-05,1028859740,129688,473,7473,abroad,1,129688,animation,6,3,G_rated,2,8
언힌지드,2020-10-07,1018720190,118570,676,19770,abroad,1,118570,thriller,11,3,X_rated,3,10
21 브릿지: 테러 셧다운,2020-01-01,978201230,127616,228,7686,abroad,1,127616,crime,5,3,PG 15,0,1
패왕별희 디 오리지널,2017-03-30,926248060,102205,409,11661,abroad,1,102205,drama,4,3,PG 15,0,3
디바,2020-09-23,901717350,108122,831,18923,domestic,0,108122,thriller,11,2,PG 15,0,9
기기괴괴 성형수,2020-09-09,873204560,103426,276,13517,domestic,0,103426,fear,12,3,PG 15,0,9
죽지않는 인간들의 밤,2020-09-29,852639440,104034,570,12667,domestic,0,528858,comedy,0,3,PG 15,0,9
라라랜드,2016-12-07,828981420,140437,387,17953,abroad,1,286379,drama,4,2,PG 12,1,12
레이니 데이 인 뉴욕,2020-05-06,786619700,88768,563,16054,abroad,1,221924,romance,10,3,PG 15,0,5
극장판 포켓몬스터 뮤츠의 역습 EVOLUTION,2020-09-30,780549310,97392,591,7752,abroad,1,276411,animation,6,2,G_rated,2,9
저 산 너머,2020-04-30,772685300,103534,468,13037,domestic,0,103534,drama,4,3,PG 12,1,4
주디,2020-03-25,760720060,92466,479,17214,abroad,1,92466,drama,4,1,PG 12,1,3
나의 청춘은 너의 것,2020-04-29,718942500,84847,533,12270,abroad,1,84847,romance,10,2,PG 12,1,4
페이트 스테이 나이트 헤븐즈필 제3장 스프링 송,2020-10-22,696241320,76787,149,5615,abroad,1,76787,animation,6,2,PG 15,0,10
에어로너츠,2020-06-10,691318500,79903,534,11550,abroad,1,79903,drama,4,2,PG 12,1,6
소리꾼,2020-07-01,670872680,82600,573,13997,domestic,0,1834886,drama,4,3,PG 12,1,7
엽문4: 더 파이널,2020-04-01,630556300,72886,206,10386,abroad,1,72886,action,2,3,PG 12,1,4
소년시절의 너,2020-07-09,622230500,73541,252,8074,abroad,1,73541,romance,10,2,PG 15,0,7
극장판 미니특공대: 공룡왕 디노,2020-02-06,620860720,79772,485,6333,domestic,0,79772,animation,6,3,G_rated,2,2
더 플랫폼,2020-05-13,604615000,66038,228,9706,abroad,1,66038,sf,7,1,X_rated,3,5
호텔 레이크,2020-04-29,598748200,71324,465,9682,domestic,0,71324,fear,12,3,PG 15,0,4
빅샤크3: 젤리몬스터 대소동,2020-07-29,562559660,72912,400,5259,abroad,1,72912,animation,6,2,G_rated,2,7
카페 벨에포크,2020-05-20,550495880,66078,463,10688,abroad,1,66078,comedy,0,3,PG 15,0,5
프린스 코기,2019-12-24,498854680,71207,242,2179,abroad,1,725482,animation,6,3,G_rated,2,12
마이 스파이,2020-04-29,482594500,56282,240,7466,abroad,1,56282,action,2,2,PG 12,1,4
극장판 바이올렛 에버가든,2020-11-12,467986490,55030,131,5063,abroad,1,55030,animation,6,2,G_rated,2,11
더 프린세스 : 도둑맞은 공주,2020-08-12,457449660,55828,423,4192,abroad,1,55828,animation,6,3,G_rated,2,8
날씨의 아이,2019-10-30,444956180,58968,194,5921,abroad,1,1848288,animation,6,3,PG 15,0,10
