moviename,openingdate,sales,attendance,screen,playcount,country,country_label,distributor,distributor_label,director,genre,genre_label,actor,openingmonth
블랙 팬서,2018-02-14,45885123957,5399227,1620,119170,abroad,1,major_abroad,1,5399227,action,2,1,2
연평해전,2015-06-24,45563228330,6043784,1013,114450,domestic,0,major_domestic,0,6043784,drama,4,3,6
덕혜옹주,2016-08-03,44393828109,5599229,964,97312,domestic,0,major_domestic,0,3317126,etc,1,2,8
트랜스포머: 사라진 시대,2014-06-25,44012752845,5295836,1602,107875,abroad,1,major_domestic,0,5231726,sf,7,3,6
어메이징 스파이더맨,2012-06-28,41163951235,4853123,1118,92755,abroad,1,etc_distributor,2,4510738,action,2,2,6
마션,2015-10-08,39663145295,4880800,1132,114183,abroad,1,major_abroad,1,4880800,sf,7,1,10
히말라야,2015-12-16,39469775448,5129409,1095,81042,domestic,0,major_domestic,0,5951226,drama,4,2,12
신비한 동물사전,2016-11-16,39300515858,4662534,1431,115676,abroad,1,major_abroad,1,2946451,fantasy,3,3,11
토르: 라그나로크,2017-10-25,39227691395,4853778,1640,137423,abroad,1,major_abroad,1,2482957,action,2,3,10
엣지 오브 투모로우,2014-06-04,38732961201,4699307,801,94559,abroad,1,major_abroad,1,2550424,action,2,3,6
완득이,2011-10-20,38526161500,5309928,629,117763,domestic,0,major_domestic,0,3154621,drama,4,2,10
조선명탐정 : 각시투구꽃의 비밀,2011-01-27,35841769500,4786259,634,84189,domestic,0,major_domestic,0,3700803,comedy,0,3,1
어메이징 스파이더맨 2,2014-04-23,34869101800,4168353,1312,91715,abroad,1,major_abroad,1,4510738,action,2,2,4
엑스맨: 데이즈 오브 퓨처 패스트,2014-05-22,34654558766,4313871,1056,82722,abroad,1,etc_distributor,2,2233161,sf,7,3,5
바람과 함께 사라지다,2012-08-08,34614661161,4909937,694,78591,domestic,0,major_domestic,0,2773699,comedy,0,3,8
데드풀 2,2018-05-16,34185664639,3784602,1576,113288,abroad,1,etc_distributor,2,3586444,sf,7,3,5
판도라,2016-12-07,33955398164,4313864,1184,90758,domestic,0,major_domestic,0,4414848,drama,4,3,12
아이언맨 2,2010-04-29,32635195500,4425003,921,87665,abroad,1,major_domestic,0,3141537,sf,7,3,4
분노의 질주: 홉스&쇼,2019-08-14,32241767793,3657536,1311,94896,abroad,1,major_abroad,1,3586444,action,2,3,8
혹성탈출: 반격의 서막,2014-07-10,31514053095,4002560,956,72881,abroad,1,etc_distributor,2,3026937,action,2,3,7
그래비티,2013-10-17,31214018600,3194693,636,80584,abroad,1,major_abroad,1,1626521,sf,7,2,10
국가부도의 날,2018-11-28,30845862137,3747952,1180,100804,domestic,0,major_domestic,0,2253073,drama,4,3,11
미이라,2017-06-06,30504689978,3689325,1257,105228,abroad,1,major_abroad,1,3689325,action,2,2,6
조선명탐정 : 사라진 놉의 딸,2015-02-11,30456879428,3872015,825,80499,domestic,0,major_domestic,0,3700803,comedy,0,3,2
82년생 김지영,2019-10-23,30298542310,3678156,1486,145441,domestic,0,major_domestic,0,3678156,drama,4,2,10
건축학개론,2012-03-22,30222696000,4111068,593,106067,domestic,0,major_domestic,0,4111068,romance,10,3,3
댄싱퀸,2012-01-18,30130775500,4058225,544,80987,domestic,0,major_domestic,0,5951226,comedy,0,2,1
너의 이름은.,2017-01-04,29251793156,3637608,947,82978,abroad,1,etc_distributor,2,1848288,animation,6,2,1
인턴,2015-09-24,28517727148,3610564,659,81552,abroad,1,major_abroad,1,1922323,comedy,0,2,9
데드풀,2016-02-17,27595618651,3317196,1036,82521,abroad,1,major_abroad,1,3586444,sf,7,3,2
그것만이 내 세상,2018-01-17,27450805382,3419339,956,95431,domestic,0,major_domestic,0,2154087,comedy,0,3,1
맨 인 블랙 3,2012-05-24,27301520070,3379762,770,69538,abroad,1,etc_distributor,2,3379762,action,2,3,5
캐리비안의 해적: 낯선 조류,2011-05-19,27279967500,3130046,960,67036,abroad,1,etc_distributor,2,1223870,fantasy,3,3,5
리얼 스틸,2011-10-12,26566677000,3579666,603,87650,abroad,1,etc_distributor,2,2340672,action,2,3,10
아이 캔 스피크,2017-09-21,25526451186,3279296,1140,93012,domestic,0,major_domestic,0,2137558,drama,4,2,9
나우 유 씨 미 2,2016-07-13,25116690113,3100113,1200,56981,abroad,1,major_domestic,0,1875958,crime,5,3,7
캐리비안의 해적: 죽은 자는 말이 없다,2017-05-24,24975495122,3049894,1357,85225,abroad,1,major_abroad,1,1964124,action,2,3,5
덩케르크,2017-07-20,24550541348,2788732,1252,65906,abroad,1,major_abroad,1,3583005,action,2,3,7
엑스맨: 아포칼립스,2016-05-25,24467887950,2938818,1262,66471,abroad,1,etc_distributor,2,2233161,action,2,3,5
스타워즈: 깨어난 포스,2015-12-17,24149478540,2803234,940,56425,abroad,1,major_abroad,1,1346973,action,2,3,12
포화속으로,2010-06-16,23831958600,3330324,742,80091,domestic,0,major_domestic,0,5189983,etc,1,6,6
말모이,2019-01-09,23685091520,2812877,1203,87591,domestic,0,major_domestic,0,2812877,drama,4,2,1
너의 결혼식,2018-08-22,23676244369,2820969,970,98193,domestic,0,etc_distributor,2,2820969,romance,10,2,8
앤트맨,2015-09-03,23529209937,2841795,949,74649,abroad,1,major_abroad,1,4144964,action,2,3,9
가디언즈 오브 갤럭시 VOL. 2,2017-05-03,23452686686,2735721,1218,63789,abroad,1,major_abroad,1,1701053,action,2,3,5
토르: 다크 월드,2013-10-30,22525808500,3039889,733,78095,abroad,1,major_abroad,1,3140129,action,2,3,10
미스 페레그린과 이상한 아이들의 집,2016-09-28,21841214586,2718158,904,70451,abroad,1,etc_distributor,2,1215268,fantasy,3,3,9
호빗: 뜻밖의 여정,2012-12-13,21724069066,2605124,1028,44977,abroad,1,major_abroad,1,1682629,fantasy,3,3,12
하모니,2010-01-28,21641750000,3018131,384,77723,domestic,0,major_domestic,0,2368826,drama,4,3,1
메이즈 러너: 스코치 트라이얼,2015-09-16,21596946349,2744413,804,58725,abroad,1,etc_distributor,2,2618857,action,2,3,9
트랜스포머: 최후의 기사,2017-06-21,21501959228,2614601,1739,87234,abroad,1,major_domestic,0,5231726,action,2,3,6
메이즈 러너,2014-09-18,21489367677,2812427,655,71048,abroad,1,etc_distributor,2,2618857,action,2,3,9
블랙머니,2019-11-13,20863134010,2478964,1141,77469,domestic,0,etc_distributor,2,2087528,crime,5,2,11
신비한 동물들과 그린델왈드의 범죄,2018-11-14,20816583118,2414062,1601,76846,abroad,1,major_abroad,1,2946451,adventure,8,3,11
지금 만나러 갑니다,2018-03-14,20800916128,2602273,1191,97482,domestic,0,major_domestic,0,2602273,romance,10,2,3
혹성탈출: 진화의 시작,2011-08-17,20629757000,2773794,514,61229,abroad,1,etc_distributor,2,2773794,action,2,3,8
증인,2019-02-13,20482789331,2534748,1047,89564,domestic,0,major_domestic,0,3154621,drama,4,2,2
오싹한 연애,2011-12-01,20289813500,2777998,544,54630,domestic,0,major_domestic,0,2777998,romance,10,2,12
레디 플레이어 원,2018-03-28,19933108071,2254430,1079,77173,abroad,1,major_abroad,1,1107519,action,2,3,3
시라노; 연애조작단,2010-09-16,19838369000,2684783,415,77736,domestic,0,major_domestic,0,2137558,romance,10,3,9
조선명탐정: 흡혈괴마의 비밀,2018-02-08,19822789764,2444136,1249,74953,domestic,0,major_domestic,0,3700803,adventure,8,3,2
맘마미아!2,2018-08-08,19607520003,2293884,750,59060,abroad,1,major_abroad,1,2293884,etc,1,3,8
나우 유 씨 미 : 마술사기단,2013-08-22,19146691869,2718227,691,54658,abroad,1,major_domestic,0,2718227,crime,5,3,8
엑스맨: 퍼스트 클래스,2011-06-02,19075363000,2533852,587,56827,abroad,1,etc_distributor,2,4536339,sf,7,3,6
배트맨 대 슈퍼맨: 저스티스의 시작,2016-03-24,18906246428,2256913,1709,95669,abroad,1,major_abroad,1,1631960,action,2,3,3
메이즈 러너: 데스 큐어,2018-01-17,18902873104,2299732,1090,58918,abroad,1,etc_distributor,2,2618857,action,2,3,1
알리타: 배틀 엔젤,2019-02-05,18571455667,1952063,1043,52666,abroad,1,major_abroad,1,1952063,action,2,3,2
스파이,2015-05-21,18417637358,2318748,665,62960,abroad,1,etc_distributor,2,5866190,action,2,3,5
테넷,2020-08-26,18396929850,1992214,2228,164758,abroad,1,major_abroad,1,3583005,action,2,3,8
로건,2017-03-01,18391060223,2169109,954,68709,abroad,1,major_abroad,1,2169109,comedy,0,3,3
박열,2017-06-28,18093639795,2359206,1176,78499,domestic,0,etc_distributor,2,1424759,drama,4,3,6
명당,2018-09-19,17900775524,2087474,1117,58450,domestic,0,etc_distributor,2,1391393,etc,1,3,9
원더 우먼,2017-05-31,17468588886,2165401,1034,57818,abroad,1,major_abroad,1,1278193,action,2,3,5
맨 오브 스틸,2013-06-13,17092964063,2182227,998,55514,abroad,1,major_abroad,1,1631960,action,2,3,6
백두산,2019-12-19,16921016530,1962407,1241,74413,domestic,0,major_domestic,0,1174169,drama,4,3,12
혹성탈출: 종의 전쟁,2017-08-15,16854482778,2051315,1017,44543,abroad,1,etc_distributor,2,3026937,action,2,3,8
호빗: 스마우그의 폐허,2013-12-12,16564184549,2115878,811,35223,abroad,1,major_abroad,1,1682629,fantasy,3,3,12
배틀쉽,2012-04-11,16545921500,2241687,736,53109,abroad,1,major_abroad,1,2241687,action,2,3,4
봉이 김선달,2016-07-06,16227052642,2051277,942,51418,domestic,0,major_domestic,0,2051277,comedy,0,3,7
인투 더 스톰,2014-08-28,16157166332,2078698,585,45899,abroad,1,major_abroad,1,1167945,action,2,3,8
뷰티 인사이드,2015-08-20,16148479531,2053435,648,52618,domestic,0,major_domestic,0,2053435,romance,10,3,8
토르: 천둥의 신,2011-04-28,15985737000,1694562,496,45188,abroad,1,major_domestic,0,961906,fantasy,3,3,4
이클립스,2010-07-07,14945720000,2069246,535,46355,abroad,1,major_domestic,0,2069246,fantasy,3,3,7
담보,2020-09-29,14748867550,1719521,1342,110260,domestic,0,major_domestic,0,2368826,drama,4,3,9
저스티스 리그,2017-11-15,14629677795,1786383,1308,73390,abroad,1,major_abroad,1,1631960,action,2,3,11
노무현입니다,2017-05-25,14556517612,1855149,775,61327,domestic,0,etc_distributor,2,1855149,etc,1,1,5
페르시아의 왕자: 시간의 모래,2010-05-27,14483501000,1970823,567,51307,abroad,1,etc_distributor,2,1970823,action,2,3,5
샌 안드레아스,2015-06-03,14435844152,1716455,847,62016,abroad,1,major_abroad,1,1417198,action,2,3,6
용의자,2013-12-24,14408028500,1954586,618,42310,domestic,0,major_domestic,0,1753320,drama,4,3,12
콩: 스컬 아일랜드,2017-03-08,13990563383,1689717,984,56425,abroad,1,major_abroad,1,1689717,action,2,3,3
삼진그룹 영어토익반,2020-10-21,13981414470,1571286,1615,139275,domestic,0,major_domestic,0,955734,drama,4,3,10
쥬만지: 새로운 세계,2018-01-03,13814824864,1708672,791,41806,abroad,1,etc_distributor,2,1381817,action,2,3,1
도굴,2020-11-04,13764680410,1523514,1635,133284,domestic,0,major_domestic,0,1523514,crime,5,3,11
아쿠아맨,2018-12-19,13659344323,1546297,1158,50500,abroad,1,major_abroad,1,1825151,action,2,3,12
제보자,2014-10-02,13515762802,1755181,676,58358,domestic,0,etc_distributor,2,1294037,drama,4,3,10
코리아,2012-05-03,13448848500,1872681,537,49679,domestic,0,major_domestic,0,1753842,drama,4,2,5
퍼시 잭슨과 번개 도둑,2010-02-11,13158158500,1846180,334,43667,abroad,1,etc_distributor,2,932025,fantasy,3,3,2
스타트렉 다크니스,2013-05-30,12964828000,1605271,607,40504,abroad,1,major_domestic,0,1346973,action,2,3,5
정직한 후보,2020-02-12,12854297030,1538038,1187,89425,domestic,0,major_domestic,0,1309893,comedy,0,3,2
인디펜던스 데이 : 리써전스,2016-06-22,12770879840,1500830,926,47432,abroad,1,etc_distributor,2,965055,action,2,3,6
언터처블: 1%의 우정,2012-03-22,12735040000,1720472,454,48976,abroad,1,major_domestic,0,1720472,comedy,0,2,3
평양성,2011-01-27,12684530500,1717566,483,41860,domestic,0,major_domestic,0,1424759,comedy,0,3,1
임금님의 사건수첩,2017-04-26,12651193723,1635003,1054,53005,domestic,0,major_domestic,0,1753842,comedy,0,2,4
엑소더스: 신들과 왕들,2014-12-03,12442681926,1511195,865,43742,abroad,1,etc_distributor,2,1263301,drama,4,2,12
두근두근 내 인생,2014-09-03,12291081634,1624601,629,40158,domestic,0,major_domestic,0,1624601,drama,4,3,9
말레피센트 2,2019-10-17,12191395690,1444952,1108,63768,abroad,1,major_abroad,1,1964124,fantasy,3,3,10
나의 특별한 형제,2019-05-01,12081618074,1478156,936,49927,domestic,0,major_domestic,0,1225293,drama,4,3,5
램페이지,2018-04-12,11951980109,1385511,909,55295,abroad,1,major_abroad,1,1417198,action,2,3,4
리틀 포레스트,2018-02-28,11929202185,1506269,884,68414,domestic,0,etc_distributor,2,1506269,drama,4,3,2
우아한 거짓말,2014-03-13,11728460300,1619188,573,57492,domestic,0,etc_distributor,2,3154621,drama,4,3,3
오션스8,2018-06-13,11700157266,1335829,837,55372,abroad,1,major_abroad,1,971892,action,2,3,6
벤허,2016-09-14,11410860395,1400301,717,38941,abroad,1,major_domestic,0,872588,adventure,8,3,9
용의자X,2012-10-18,11241013000,1552055,553,42989,domestic,0,major_domestic,0,1753320,drama,4,3,10
가디언즈 오브 갤럭시,2014-07-31,11098239184,1311190,539,22417,abroad,1,major_abroad,1,1701053,action,2,3,7
말레피센트,2014-05-29,10776965900,1397526,554,38894,abroad,1,major_abroad,1,1964124,fantasy,3,3,5
궁합,2018-02-28,10478875438,1340117,966,52427,domestic,0,major_domestic,0,1340117,comedy,0,2,2
퓨리,2014-11-20,10367640686,1362114,590,37155,abroad,1,major_abroad,1,1362114,action,2,3,11
스윙키즈,2018-12-19,10308565602,1258811,984,32237,domestic,0,major_domestic,0,2637086,drama,4,3,12
유열의 음악앨범,2019-08-28,10233455040,1245532,1078,59626,domestic,0,etc_distributor,2,1295945,romance,10,2,8
스타트렉 비욘드,2016-08-17,10190375820,1157156,716,38199,abroad,1,major_domestic,0,1523348,action,2,3,8
해치지않아,2020-01-15,10154099090,1209689,1216,53441,domestic,0,etc_distributor,2,903270,comedy,0,3,1
워크래프트: 전쟁의 서막,2016-06-09,10142271205,1163274,736,34087,abroad,1,major_abroad,1,1220482,action,2,3,6
셜록: 유령신부,2016-01-02,9992425049,1278894,891,32683,abroad,1,etc_distributor,2,1278894,crime,5,2,1
"힘을 내요, 미스터 리",2019-09-11,9930518906,1181960,990,41831,domestic,0,major_domestic,0,4078625,comedy,0,3,9
월드 인베이젼,2011-03-10,9799358000,1307873,441,44241,abroad,1,etc_distributor,2,1100450,action,2,3,3
헬로우 고스트,2010-12-22,9796273500,1356230,472,22865,domestic,0,major_domestic,0,1262896,comedy,0,3,12
소스 코드,2011-05-04,9640238500,1277690,403,38744,abroad,1,major_domestic,0,1220482,action,2,2,5
미스터 고,2013-07-17,9337976000,1328888,840,38263,domestic,0,major_domestic,0,6491963,drama,4,2,7
항거:유관순 이야기,2019-02-27,9291455101,1157949,1094,46159,domestic,0,major_domestic,0,1157949,drama,4,3,2
"당신, 거기 있어줄래요",2016-12-14,8999085248,1124815,767,39181,domestic,0,major_domestic,0,1168829,fantasy,3,3,12
장사리 : 잊혀진 영웅들,2019-09-25,8997921050,1140876,1090,47821,domestic,0,major_abroad,1,1917958,etc,1,3,9
슬로우 비디오,2014-10-02,8913092219,1169562,618,40665,domestic,0,etc_distributor,2,1262896,drama,4,2,10
동주,2016-02-17,8889077089,1172641,543,39958,domestic,0,etc_distributor,2,1424759,drama,4,3,2
쥬만지: 넥스트 레벨,2019-12-11,8774663410,1054963,1195,42083,abroad,1,etc_distributor,2,1381817,action,2,3,12
장수상회,2015-04-09,8737364643,1165780,688,52928,domestic,0,major_domestic,0,861204,drama,4,3,4
천문: 하늘에 묻는다,2019-12-26,8695248070,1035024,929,43246,domestic,0,major_domestic,0,3317126,etc,1,2,12
스카이스크래퍼,2018-07-11,8612111718,1002858,831,40862,abroad,1,major_abroad,1,742455,action,2,2,7
스타워즈: 라스트 제다이,2017-12-14,8535886061,946547,1107,30914,abroad,1,major_abroad,1,555288,action,2,3,12
지오스톰,2017-10-19,8480864614,1028384,854,35453,abroad,1,major_abroad,1,1028384,action,2,3,10
가디언즈,2012-11-29,8083010500,1056250,470,21045,abroad,1,major_domestic,0,1701053,action,2,3,11
김종욱 찾기,2010-12-08,7894328000,1081748,427,31167,domestic,0,major_domestic,0,1309893,romance,10,2,12
셜록 홈즈,2009-12-23,7787961500,1052059,359,25768,abroad,1,major_abroad,1,1052059,crime,5,2,12
미 비포 유,2016-06-01,7663772990,945172,481,28458,abroad,1,major_abroad,1,945172,romance,10,2,6
엑스맨: 다크 피닉스,2019-06-05,7649216640,862744,991,29386,abroad,1,etc_distributor,2,862744,action,2,3,6
갓 오브 이집트,2016-03-03,7621291624,919834,618,35323,abroad,1,etc_distributor,2,919834,adventure,8,3,3
타이탄의 분노,2012-03-29,7591124500,893027,535,33580,abroad,1,major_abroad,1,1100450,action,2,3,3
맨 인 블랙: 인터내셔널,2019-06-12,7464209570,851917,1151,40520,abroad,1,major_domestic,0,2252577,action,2,2,6
허삼관,2015-01-14,7408943569,955679,621,27645,domestic,0,major_domestic,0,612913,drama,4,2,1
잭 더 자이언트 킬러,2013-02-28,7376481000,956154,507,27115,abroad,1,major_abroad,1,2233161,adventure,8,3,2
스텝 업 3D,2010-08-05,7345439000,671845,250,14805,abroad,1,etc_distributor,2,1875958,drama,4,3,8
그것,2017-09-06,7335022607,888836,837,35430,abroad,1,major_abroad,1,2154087,comedy,0,3,9
로보캅,2014-02-13,7299641958,979509,627,29686,abroad,1,major_abroad,1,979509,action,2,3,2
우리는 형제입니다,2014-10-23,7263255399,970373,566,41638,domestic,0,major_domestic,0,628336,comedy,0,3,10
존 카터: 바숨 전쟁의 서막,2012-03-08,7229870500,838126,508,30760,abroad,1,etc_distributor,2,1719930,sf,7,3,3
레전드 오브 타잔,2016-06-29,7196970717,858402,593,28021,abroad,1,major_abroad,1,2946451,action,2,3,6
스텝업4 : 레볼루션,2012-08-15,7157894000,953871,281,23522,abroad,1,major_domestic,0,639978,romance,10,2,8
방가? 방가!,2010-09-30,7013842000,972431,312,41556,domestic,0,etc_distributor,2,1225293,comedy,0,3,9
하트 오브 더 씨,2015-12-03,6777420023,809399,535,29219,abroad,1,major_abroad,1,749235,action,2,3,12
전국노래자랑,2013-05-01,6687636000,978413,581,41649,domestic,0,major_domestic,0,955734,comedy,0,3,5
오리엔트 특급 살인,2017-11-29,6636205163,863567,707,35031,abroad,1,etc_distributor,2,961906,drama,4,3,11
좋아해줘,2016-02-17,6572774337,848148,637,27125,domestic,0,major_domestic,0,848148,romance,10,3,2
스카이 라인,2010-11-24,6320601500,860340,427,31690,abroad,1,etc_distributor,2,860340,sf,7,2,11
보헤미안 랩소디,2018-10-31,6270535440,723804,732,27689,abroad,1,major_abroad,1,2233161,drama,4,3,10
월터의 상상은 현실이 된다,2013-12-31,6134220799,834348,373,22938,abroad,1,etc_distributor,2,834348,adventure,8,3,12
퍼스트맨,2018-10-18,6094765639,665364,1190,40580,abroad,1,major_abroad,1,286379,sf,7,2,10
고질라,2014-05-15,5972847963,709734,610,25335,abroad,1,major_abroad,1,709734,action,2,2,5
킹스 스피치,2011-03-17,5963126500,806248,327,33979,abroad,1,etc_distributor,2,806248,drama,4,3,3
카트,2014-11-13,5912676633,812490,544,28547,domestic,0,etc_distributor,2,812490,drama,4,3,11
"안녕, 헤이즐",2014-08-13,5833905000,749146,326,17946,abroad,1,etc_distributor,2,405521,drama,4,3,8
샤잠!,2019-04-03,5743398797,657294,1148,45003,abroad,1,major_abroad,1,1234282,action,2,2,4
삼총사 3D,2011-10-12,5731619500,660172,510,29377,abroad,1,major_domestic,0,845717,fantasy,3,3,10
국가대표 2,2016-08-10,5482232042,709929,562,20689,domestic,0,etc_distributor,2,709929,drama,4,3,8
트랜센던스,2014-05-14,5478536500,696436,417,23243,abroad,1,major_domestic,0,696436,action,2,3,5
패신저스,2017-01-04,5467466918,668576,608,21517,abroad,1,major_abroad,1,1206269,adventure,8,3,1
나는 왕이로소이다,2012-08-08,5455343404,790181,471,21898,domestic,0,major_domestic,0,790181,drama,4,3,8
픽셀,2015-07-16,5390909947,681945,557,21307,abroad,1,major_abroad,1,932025,sf,7,3,7
스파이더맨: 뉴 유니버스,2018-12-12,5305289076,639934,722,22113,abroad,1,etc_distributor,2,639934,animation,6,3,12
설리: 허드슨강의 기적,2016-09-28,5234170754,627102,573,26609,abroad,1,major_abroad,1,485934,drama,4,3,9
광대들: 풍문조작단,2019-08-21,5228976088,637461,806,29048,domestic,0,major_abroad,1,2773699,drama,4,3,8
퍼펙트 게임,2011-12-21,5224000500,695312,396,21284,domestic,0,major_domestic,0,1391393,drama,4,3,12
컨택트,2017-02-02,5214551521,634150,605,22770,abroad,1,major_abroad,1,634150,drama,4,3,2
로그 원: 스타워즈 스토리,2016-12-28,5127537094,596487,907,15441,abroad,1,major_abroad,1,596487,action,2,3,12
미스터 주: 사라진 VIP,2020-01-22,5071671660,603203,692,28187,domestic,0,etc_distributor,2,1174004,comedy,0,3,1
아빠는 딸,2017-04-12,5054757395,647305,586,33263,domestic,0,etc_distributor,2,647305,comedy,0,2,4
아이 엠 넘버 포,2011-02-24,4955215500,654386,284,22145,abroad,1,etc_distributor,2,564847,action,2,3,2
서부전선,2015-09-24,4751661400,609063,509,18935,domestic,0,major_domestic,0,609063,etc,1,2,9
스타워즈: 라이즈 오브 스카이워커,2020-01-08,4704790210,507265,957,28695,abroad,1,major_abroad,1,1346973,action,2,3,1
머니볼,2011-11-17,4677562000,641099,385,21961,abroad,1,etc_distributor,2,641099,drama,4,1,11
스노우 화이트 앤 더 헌츠맨,2012-05-30,4646250000,636631,447,20647,abroad,1,major_abroad,1,700351,fantasy,3,3,5
인 타임,2011-10-27,4579554500,616943,304,21836,abroad,1,etc_distributor,2,616943,action,2,3,10
애드 아스트라,2019-09-19,4518393460,513375,853,27816,abroad,1,etc_distributor,2,513375,sf,7,1,9
메가로돈,2018-08-15,4516122497,527962,601,16459,abroad,1,major_abroad,1,549368,action,2,2,8
툼레이더,2018-03-08,4500905762,540410,806,31823,abroad,1,major_abroad,1,540410,action,2,1,3
더 임파서블,2013-01-17,4445235500,622704,407,19595,abroad,1,major_domestic,0,3141916,drama,4,3,1
그레이트 월,2017-02-15,4355441358,501486,598,23094,abroad,1,major_abroad,1,2738003,action,2,3,2
스텝 업: 올 인,2014-09-03,4337490134,564589,325,15372,abroad,1,etc_distributor,2,564589,drama,4,3,9
레터스 투 줄리엣,2010-10-06,4270689500,582958,283,28683,abroad,1,major_domestic,0,582958,romance,10,3,10
퍼스트 어벤져,2011-07-28,4161976500,514309,362,13941,abroad,1,major_domestic,0,389859,action,2,5,7
거울나라의 앨리스,2016-09-07,4145733267,513202,515,19585,abroad,1,major_abroad,1,513202,adventure,8,3,9
몬스터,2014-03-13,4138207515,526557,527,25460,domestic,0,major_domestic,0,845717,action,2,2,3
고스트버스터즈,2016-08-25,4116570075,515553,511,18026,abroad,1,major_abroad,1,515553,thriller,11,3,8
발레리안: 천 개 행성의 도시,2017-08-30,4047756408,511931,629,23405,abroad,1,etc_distributor,2,511931,action,2,2,8
파파,2012-02-01,4000072000,587291,414,24767,domestic,0,major_domestic,0,587291,etc,1,3,2
라스트 갓파더,2010-12-29,3953691500,543544,493,8275,domestic,0,major_domestic,0,543544,comedy,0,3,12
가려진 시간,2016-11-16,3946462400,510878,884,30404,domestic,0,major_domestic,0,510878,drama,4,3,11
챔프,2011-09-07,3850214500,534752,301,19668,domestic,0,major_domestic,0,4590240,drama,4,3,9
애프터 어스,2013-05-30,3831856167,537920,484,19867,abroad,1,major_abroad,1,1012844,sf,7,3,5
너는 펫,2011-11-10,3810103000,543313,341,24395,domestic,0,major_domestic,0,543313,romance,10,2,11
퍼시 잭슨과 괴물의 바다,2013-09-12,3791349609,519584,409,17054,abroad,1,etc_distributor,2,519584,adventure,8,3,9
명탐정 코난: 순흑의 악몽,2016-08-03,3766157500,508869,447,7983,abroad,1,major_domestic,0,499714,animation,6,3,8
원더풀 고스트,2018-09-26,3720931600,450374,351,13999,domestic,0,etc_distributor,2,450374,comedy,0,3,9
너의 췌장을 먹고 싶어,2017-10-25,3703660800,465265,218,16849,abroad,1,major_domestic,0,465265,animation,6,2,10
엔더스 게임,2013-12-31,3695768000,487679,458,18384,abroad,1,major_domestic,0,487679,sf,7,3,12
이웃사촌,2020-11-25,3647897960,424764,1363,65450,domestic,0,etc_distributor,2,4590240,drama,4,3,11
그린 북,2019-01-09,3631254060,434899,398,18244,abroad,1,etc_distributor,2,434899,drama,4,2,1
슈퍼 에이트,2011-06-16,3622888500,472125,411,21883,abroad,1,major_domestic,0,1346973,mystery,9,3,6
히든 피겨스,2017-03-23,3580767033,449518,448,19742,abroad,1,etc_distributor,2,449518,drama,4,3,3
